lead_id,database_score,converted,record_created_date,conversion_date,country,job_level,in_outreach_window_cohort,converted_seniority_cohort,channel_a_connected,converted_channel_a,channel_a_total_calls,channel_a_connected_seconds,in_channel_b_cohort,channel_b_connected,converted_channel_b,channel_b_total_calls,channel_b_connected_seconds
33719,74.1,0,2022-01-28,,Philippines,Director,0,0,0,0,1,0.0,1,1,0,0,4.0
33720,76.2,0,2023-07-28,,Australia,Individual Contributor,0,0,0,0,0,0.0,0,0,0,1,0.0
33721,66.8,0,2025-10-10,,Singapore,Executive,0,0,0,0,2,0.0,0,0,0,2,0.0
33722,67.4,0,2024-09-27,,India,Unknown,0,0,0,0,5,0.0,0,0,0,1,0.0
33723,73.5,0,2020-03-09,,Indonesia,Executive,0,0,0,0,0,0.0,0,0,0,3,0.0
33724,74.2,0,2023-01-23,,Australia,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
33725,84.8,0,2024-01-29,,Indonesia,Vice President,1,0,0,0,3,0.0,0,0,0,0,0.0
33726,66.8,0,2024-09-03,,Singapore,Manager,1,0,0,0,2,0.0,0,0,0,2,0.0
33727,51.1,0,2025-07-14,,Australia,Unknown,1,0,1,1,5,168.6,0,0,0,1,0.0
33728,74.7,0,2024-06-11,,Other,Director,1,0,0,0,2,0.0,0,0,0,0,0.0
33729,74.4,0,2019-09-21,,Singapore,C-Level,0,0,0,0,5,0.0,1,1,0,1,1.3
33730,69.1,0,2021-06-23,,Indonesia,Manager,1,0,0,0,4,0.0,0,0,0,0,0.0
33731,80.4,0,2021-04-07,,Indonesia,C-Level,0,0,0,0,2,0.0,0,0,0,1,0.0
33732,68.4,0,2024-08-31,,Hong Kong,Director,0,0,0,0,3,0.0,0,0,0,1,0.0
33733,70.9,0,2019-11-22,,Philippines,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
33734,85.4,1,2023-04-24,2023-05-04,Philippines,Manager,0,0,0,0,0,0.0,0,0,0,1,0.0
33735,76.3,0,2024-04-27,,India,Manager,0,0,0,0,1,0.0,1,0,0,1,0.0
33736,70.1,0,2022-03-17,,Indonesia,Manager,1,0,0,0,1,0.0,0,0,0,0,0.0
33737,68.1,0,2020-11-11,,Singapore,Manager,0,0,0,0,4,0.0,0,0,0,2,0.0
33738,73.0,0,2020-08-05,,Indonesia,Unknown,0,0,0,0,1,0.0,0,0,0,1,0.0
33739,73.5,0,2022-11-10,,India,Vice President,0,0,0,0,2,0.0,0,0,0,2,0.0
33740,73.6,0,2024-11-06,,Thailand,Manager,0,0,0,0,3,0.0,1,0,0,2,0.0
33741,73.0,0,2024-11-19,,Australia,Manager,1,1,0,0,1,0.0,0,0,0,1,0.0
33742,83.3,0,2025-09-08,,Malaysia,Individual Contributor,1,0,0,0,2,0.0,0,0,0,4,0.0
33743,71.5,0,2024-09-26,,Hong Kong,Individual Contributor,1,0,0,0,3,0.0,1,0,0,1,0.0
33744,60.5,0,2024-12-04,,Singapore,Individual Contributor,0,0,0,0,1,0.0,0,0,0,1,0.0
33745,82.0,0,2025-10-24,,Singapore,Individual Contributor,1,0,0,0,2,0.0,0,0,0,5,0.0
33746,74.7,0,2025-02-14,,Australia,Unknown,0,1,0,0,0,0.0,0,0,0,2,0.0
33747,65.3,0,2021-02-27,,Australia,Manager,0,1,0,0,2,0.0,1,0,0,1,0.0
33748,71.8,0,2021-04-18,,Malaysia,C-Level,0,0,0,0,3,0.0,0,0,0,1,0.0
33749,70.6,0,2020-04-10,,Thailand,Unknown,0,1,0,0,0,0.0,0,0,0,1,0.0
33750,71.0,0,2019-09-09,,Thailand,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
33751,88.6,1,2020-10-10,2020-11-08,Australia,Individual Contributor,1,0,0,1,1,0.0,1,1,0,1,12.8
33752,71.2,0,2023-09-12,,Malaysia,Executive,0,0,0,0,2,0.0,0,0,0,1,0.0
33753,76.6,0,2022-06-16,,Philippines,C-Level,0,0,0,0,0,0.0,1,0,0,0,0.0
33754,65.7,0,2020-07-23,,Malaysia,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
33755,72.9,0,2019-06-05,,Other,Individual Contributor,1,1,1,0,1,63.0,0,0,0,4,0.0
33756,71.9,0,2020-11-05,,Thailand,Individual Contributor,0,0,0,0,3,0.0,0,0,0,5,0.0
33757,72.6,0,2023-05-14,,Singapore,Unknown,1,0,0,0,1,0.0,0,0,0,1,0.0
33758,84.8,0,2021-01-22,,Indonesia,Manager,1,0,0,0,3,0.0,0,0,0,3,0.0
33759,76.8,0,2023-09-25,,Hong Kong,C-Level,0,0,0,0,0,0.0,0,0,0,1,0.0
33760,80.9,0,2023-10-16,,Thailand,Manager,0,0,0,0,0,0.0,0,0,0,1,0.0
33761,80.7,0,2023-02-25,,Malaysia,Manager,1,0,0,0,2,0.0,1,1,1,3,137.7
33762,74.1,0,2024-09-21,,Hong Kong,Director,1,0,1,0,0,97.3,0,0,0,0,0.0
33763,71.1,0,2025-01-16,,Singapore,Individual Contributor,1,0,0,0,5,0.0,0,0,0,2,0.0
33764,75.9,0,2025-10-07,,Malaysia,Individual Contributor,0,0,0,0,3,0.0,0,0,0,1,0.0
33765,70.5,0,2022-11-05,,Philippines,Manager,1,0,1,0,1,20.8,0,0,0,0,0.0
33766,69.2,0,2020-02-25,,Thailand,Unknown,0,0,0,0,0,0.0,0,0,0,0,0.0
33767,74.7,0,2023-09-30,,Singapore,Individual Contributor,0,0,0,0,2,0.0,0,0,0,2,0.0
33768,70.8,0,2022-11-27,,Malaysia,Manager,1,0,0,0,1,0.0,0,0,0,0,0.0
33769,74.0,0,2025-01-25,,Malaysia,Director,0,0,0,0,2,0.0,0,0,0,1,0.0
33770,81.6,0,2020-07-28,,Singapore,Director,1,0,0,0,4,0.0,1,1,0,0,31.2
33771,66.1,0,2020-07-14,,Other,Manager,0,0,0,0,5,0.0,1,0,0,1,0.0
33772,70.3,0,2025-08-15,,India,Manager,1,0,0,0,0,0.0,0,0,0,2,0.0
33773,66.1,0,2023-10-11,,Indonesia,Vice President,0,1,0,0,1,0.0,0,0,0,0,0.0
33774,71.8,0,2025-01-10,,Singapore,Manager,0,1,0,0,0,0.0,1,1,0,1,29.0
33775,53.3,0,2022-04-18,,Singapore,Manager,1,1,0,0,3,0.0,0,0,0,2,0.0
33776,78.6,1,2022-02-13,2026-01-31,Malaysia,Manager,0,0,0,0,4,0.0,0,0,0,2,0.0
33777,68.9,0,2023-09-11,,Thailand,Unknown,0,0,0,0,2,0.0,0,0,0,1,0.0
33778,70.2,0,2024-10-11,,Philippines,Director,0,0,0,0,2,0.0,0,0,0,2,0.0
33779,73.8,0,2025-08-04,,India,Manager,1,0,0,0,2,0.0,0,0,0,1,0.0
33780,71.2,0,2022-11-11,,Malaysia,Executive,0,0,0,0,1,0.0,1,0,1,2,0.0
33781,88.3,1,2019-01-24,2019-01-31,Australia,Manager,1,0,1,0,3,25.9,0,0,0,4,0.0
33782,73.2,0,2021-12-12,,India,Executive,0,0,0,0,2,0.0,0,0,0,0,0.0
33783,78.3,0,2020-03-15,,Malaysia,Manager,0,1,0,0,3,0.0,0,0,0,3,0.0
33784,73.5,0,2025-09-08,,Malaysia,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
33785,70.3,0,2020-07-11,,Philippines,Manager,1,0,0,0,1,0.0,0,0,0,2,0.0
33786,56.2,0,2022-02-15,,Australia,Unknown,1,0,0,0,1,0.0,1,0,0,1,0.0
33787,71.3,0,2021-07-18,,Singapore,Individual Contributor,1,0,0,0,3,0.0,0,0,0,1,0.0
33788,80.1,0,2024-03-24,,Singapore,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
33789,81.6,0,2022-10-15,,Hong Kong,Individual Contributor,0,0,0,0,2,0.0,0,0,0,0,0.0
33790,72.0,0,2022-06-06,,Malaysia,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
33791,73.1,0,2022-12-29,,Malaysia,Manager,0,0,0,0,2,0.0,1,0,0,1,0.0
33792,52.4,0,2021-05-03,,Thailand,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
33793,70.7,0,2021-07-10,,Australia,Individual Contributor,0,0,0,0,3,0.0,0,0,0,1,0.0
33794,68.5,0,2024-05-11,,Thailand,Director,0,0,0,0,0,0.0,0,0,0,2,0.0
33795,88.8,1,2025-11-12,2026-01-31,Australia,Manager,0,0,0,0,3,0.0,0,0,0,2,0.0
33796,66.9,0,2023-04-01,,India,Individual Contributor,1,0,0,0,1,0.0,0,0,0,0,0.0
33797,66.5,0,2025-02-15,,Singapore,Manager,1,0,1,1,5,14.5,0,0,0,1,0.0
33798,71.6,0,2022-07-13,,Thailand,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
33799,74.3,0,2024-06-18,,Singapore,Unknown,0,0,0,0,1,0.0,0,0,0,0,0.0
33800,72.0,0,2019-01-25,,Indonesia,Manager,0,0,0,0,3,0.0,0,0,0,3,0.0
33801,59.0,0,2020-03-27,,Singapore,C-Level,0,0,0,0,2,0.0,0,0,0,2,0.0
33802,76.0,0,2024-05-20,,Singapore,Manager,0,0,0,0,1,0.0,1,0,0,2,0.0
33803,84.5,1,2025-08-30,2025-09-22,Malaysia,Individual Contributor,0,0,0,0,2,0.0,1,0,0,2,0.0
33804,70.4,0,2025-05-21,,Philippines,Vice President,0,0,0,0,0,0.0,0,0,0,1,0.0
33805,56.8,0,2019-08-03,,Singapore,Unknown,0,0,0,0,1,0.0,0,0,0,1,0.0
33806,67.8,0,2021-08-26,,Singapore,Manager,0,0,0,0,1,0.0,1,0,0,1,0.0
33807,70.6,0,2024-05-02,,Hong Kong,Manager,1,0,0,0,1,0.0,0,0,0,0,0.0
33808,76.0,0,2021-07-11,,Australia,Manager,1,0,0,0,4,0.0,0,0,0,2,0.0
33809,76.3,0,2020-10-28,,Hong Kong,Individual Contributor,1,1,0,0,0,0.0,0,0,0,3,0.0
33810,63.3,0,2025-07-23,,Singapore,C-Level,1,0,1,0,2,113.0,1,0,0,2,0.0
33811,79.6,0,2020-07-21,,Singapore,C-Level,1,0,0,0,1,0.0,0,0,0,1,0.0
33812,79.3,0,2022-07-10,,Australia,Director,1,0,0,0,3,0.0,0,0,0,1,0.0
33813,72.1,1,2020-04-23,2020-04-30,Australia,Manager,0,0,0,0,3,0.0,1,0,0,0,0.0
33814,66.9,0,2022-02-03,,India,Unknown,1,0,0,0,2,0.0,0,0,0,1,0.0
33815,57.4,0,2021-05-23,,Indonesia,Director,1,0,0,0,0,0.0,1,1,0,0,43.8
33816,69.8,0,2024-08-19,,Indonesia,Executive,0,0,0,0,1,0.0,0,0,0,0,0.0
33817,65.5,0,2021-05-21,,Indonesia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,1,0.0
33818,81.1,0,2023-11-12,,Hong Kong,Manager,0,0,0,0,0,0.0,0,0,0,0,0.0
33819,71.8,0,2025-03-11,,Hong Kong,Manager,1,0,0,0,3,0.0,0,0,0,1,0.0
33820,68.6,0,2023-01-05,,Singapore,Executive,1,0,0,0,3,0.0,0,0,0,1,0.0
33821,79.7,0,2020-02-29,,Australia,Executive,0,0,0,0,1,0.0,0,0,0,1,0.0
33822,65.6,0,2019-05-05,,Malaysia,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
33823,70.5,0,2019-06-06,,Indonesia,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
33824,71.3,0,2024-09-09,,Indonesia,Manager,1,0,0,0,1,0.0,0,0,0,3,0.0
33825,61.3,0,2025-05-10,,Malaysia,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
33826,64.6,0,2022-09-29,,Australia,Executive,0,0,0,0,0,0.0,0,0,0,2,0.0
33827,75.1,0,2024-05-25,,Australia,Manager,0,0,0,0,1,0.0,0,0,0,1,0.0
33828,80.1,0,2022-07-12,,India,Unknown,0,0,0,0,1,0.0,0,0,0,3,0.0
33829,84.2,1,2019-08-07,2019-08-28,Singapore,Manager,1,0,0,0,1,0.0,0,0,0,3,0.0
33830,74.3,0,2023-04-05,,Malaysia,Individual Contributor,1,1,0,0,0,0.0,0,0,0,1,0.0
33831,78.1,0,2024-10-23,,Singapore,Director,1,0,1,0,2,22.3,0,0,0,2,0.0
33832,72.5,0,2024-06-03,,India,Individual Contributor,0,0,0,0,2,0.0,0,0,0,3,0.0
33833,72.5,0,2019-07-25,,Malaysia,Manager,0,0,0,0,1,0.0,1,1,0,2,52.6
33834,73.3,1,2021-09-08,2021-10-06,Hong Kong,Director,0,0,0,0,3,0.0,0,0,0,3,0.0
33835,82.8,0,2024-06-20,,Singapore,Manager,0,0,0,0,4,0.0,0,0,0,1,0.0
33836,72.1,0,2025-09-25,,Singapore,Unknown,1,0,1,0,1,3.1,0,0,0,4,0.0
33837,72.5,0,2024-05-26,,Indonesia,C-Level,0,0,0,0,2,0.0,0,0,0,2,0.0
33838,79.9,0,2023-02-12,,Singapore,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
33839,84.7,1,2022-10-21,2023-06-10,India,C-Level,1,0,0,0,0,0.0,0,0,0,6,0.0
33840,66.7,0,2022-05-16,,India,Manager,1,0,0,0,0,0.0,0,0,0,0,0.0
33841,86.1,1,2021-11-25,2023-04-05,India,Manager,1,0,0,0,4,0.0,0,0,0,0,0.0
33842,88.1,1,2025-08-05,2025-08-12,Singapore,Individual Contributor,1,0,0,0,3,0.0,0,0,0,2,0.0
33843,86.3,1,2025-03-19,2025-03-24,Singapore,Manager,0,0,0,0,1,0.0,0,0,0,3,0.0
33844,65.2,0,2020-09-22,,Philippines,Manager,0,0,0,0,2,0.0,0,0,0,3,0.0
33845,70.7,0,2025-07-18,,Other,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
33846,90.3,1,2024-03-09,2025-05-01,Philippines,Director,0,0,0,0,2,0.0,1,1,0,0,53.2
33847,82.4,0,2022-09-05,,Other,Manager,0,0,0,0,0,0.0,1,0,0,0,0.0
33848,71.6,0,2019-02-09,,Singapore,Individual Contributor,0,0,0,0,2,0.0,0,0,0,2,0.0
33849,62.1,0,2023-08-31,,Philippines,C-Level,0,0,0,0,0,0.0,0,0,0,2,0.0
33850,66.6,0,2019-11-13,,Indonesia,Individual Contributor,0,0,0,0,3,0.0,0,0,0,2,0.0
33851,74.6,0,2025-05-25,,Thailand,Individual Contributor,0,0,0,0,2,0.0,1,0,0,1,0.0
33852,75.2,0,2024-03-22,,Thailand,Unknown,1,0,0,0,0,0.0,0,0,0,0,0.0
33853,74.7,0,2023-09-21,,Malaysia,Director,0,0,0,0,1,0.0,1,0,0,2,0.0
33854,86.9,1,2023-03-20,2023-11-11,Philippines,Director,0,1,0,0,1,0.0,0,0,0,3,0.0
33855,79.0,0,2020-04-11,,Indonesia,Vice President,1,1,1,0,0,38.1,0,0,0,1,0.0
33856,72.2,0,2020-06-27,,Australia,Manager,1,0,0,0,1,0.0,1,0,0,0,0.0
33857,79.3,0,2025-08-19,,Singapore,Manager,1,0,1,0,0,51.1,0,0,0,2,0.0
33858,68.2,0,2020-06-24,,Philippines,Executive,0,1,0,0,1,0.0,0,0,0,1,0.0
33859,79.9,0,2020-02-28,,Other,Executive,0,0,0,0,4,0.0,0,0,0,0,0.0
33860,90.4,1,2021-03-15,2025-05-20,India,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
33861,80.9,0,2019-03-10,,India,Manager,0,0,0,0,4,0.0,1,0,0,1,0.0
33862,74.1,0,2022-11-16,,Malaysia,Director,0,0,0,0,1,0.0,0,0,0,1,0.0
33863,73.1,1,2019-05-27,2021-12-09,Singapore,Unknown,0,0,0,0,1,0.0,0,0,0,1,0.0
33864,60.2,0,2024-12-21,,Singapore,Manager,1,0,0,0,3,0.0,0,0,0,6,0.0
33865,71.7,0,2024-07-17,,Thailand,Individual Contributor,0,0,0,0,0,0.0,0,0,0,0,0.0
33866,65.9,0,2020-10-05,,Singapore,C-Level,0,0,0,0,2,0.0,0,0,0,1,0.0
33867,71.5,0,2023-04-24,,Other,Manager,1,1,0,0,2,0.0,0,0,0,2,0.0
33868,83.7,1,2019-12-19,2021-08-27,Australia,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
33869,72.8,0,2024-09-30,,Singapore,Manager,1,0,0,0,1,0.0,0,0,0,2,0.0
33870,74.6,0,2019-07-03,,Singapore,Unknown,0,0,0,0,2,0.0,0,0,0,1,0.0
33871,79.0,1,2025-10-02,2026-01-31,Australia,Director,1,0,0,0,2,0.0,0,0,0,2,0.0
33872,76.5,1,2024-09-14,2025-06-12,India,Manager,1,0,1,0,2,54.9,1,0,0,2,0.0
33873,59.5,0,2021-04-11,,Singapore,Individual Contributor,0,0,0,0,3,0.0,1,0,0,2,0.0
33874,73.5,0,2022-09-09,,Indonesia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,3,0.0
33875,73.8,0,2023-03-27,,Philippines,Director,0,0,0,0,0,0.0,0,0,0,2,0.0
33876,74.6,0,2020-10-06,,Indonesia,Unknown,0,0,0,0,0,0.0,0,0,0,1,0.0
33877,73.7,0,2019-06-27,,Indonesia,C-Level,1,0,0,0,1,0.0,0,0,0,3,0.0
33878,85.2,0,2022-06-22,,Singapore,Individual Contributor,0,0,0,0,2,0.0,0,0,0,2,0.0
33879,74.9,0,2020-09-04,,Singapore,Manager,1,0,0,0,2,0.0,1,1,0,1,10.7
33880,68.0,0,2020-03-14,,Singapore,Manager,0,1,0,0,2,0.0,1,0,0,1,0.0
33881,71.3,0,2021-04-03,,Thailand,Individual Contributor,1,0,0,0,4,0.0,1,0,0,1,0.0
33882,73.5,0,2019-08-13,,Thailand,Vice President,0,0,0,0,0,0.0,0,0,0,1,0.0
33883,68.5,0,2024-01-17,,Philippines,Unknown,0,0,0,0,0,0.0,0,0,0,1,0.0
33884,73.2,0,2021-12-27,,Singapore,Individual Contributor,0,0,0,0,1,0.0,1,1,0,0,31.3
33885,82.7,0,2021-04-27,,Other,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
33886,72.5,0,2024-08-02,,Singapore,Director,0,0,0,0,2,0.0,0,0,0,3,0.0
33887,83.6,0,2020-02-14,,Malaysia,Manager,0,0,0,0,2,0.0,0,0,0,0,0.0
33888,72.2,0,2019-09-04,,Indonesia,Manager,1,0,0,0,1,0.0,0,0,0,4,0.0
33889,76.0,0,2020-10-29,,Hong Kong,C-Level,1,0,0,0,2,0.0,0,0,0,1,0.0
33890,73.7,0,2020-07-13,,Australia,Manager,0,0,0,0,1,0.0,0,0,0,2,0.0
33891,74.2,0,2022-12-03,,Hong Kong,Manager,1,0,0,0,1,0.0,1,0,0,1,0.0
33892,69.6,0,2024-02-07,,Malaysia,C-Level,1,0,1,1,3,126.0,0,0,0,1,0.0
33893,65.7,0,2019-11-16,,Singapore,Vice President,1,0,0,0,2,0.0,0,0,0,4,0.0
33894,71.5,0,2020-02-24,,Australia,Individual Contributor,1,0,0,0,2,0.0,0,0,0,4,0.0
33895,67.8,0,2020-05-04,,Philippines,Individual Contributor,1,0,1,0,3,27.0,0,0,0,1,0.0
33896,77.0,0,2022-04-16,,Singapore,Manager,1,0,0,0,2,0.0,0,0,0,3,0.0
33897,77.9,0,2021-07-23,,India,Manager,0,0,0,0,1,0.0,0,0,0,0,0.0
33898,70.3,0,2023-03-03,,Australia,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
33899,63.0,0,2019-07-16,,Australia,Individual Contributor,0,0,0,0,4,0.0,0,0,0,0,0.0
33900,73.2,0,2019-02-06,,Thailand,Executive,0,0,0,0,2,0.0,0,0,0,2,0.0
33901,80.1,0,2020-03-11,,Singapore,Director,1,0,1,0,2,20.6,1,0,1,2,0.0
33902,83.5,1,2022-05-13,2024-07-07,Singapore,Manager,0,1,0,0,1,0.0,0,0,0,3,0.0
33903,74.6,0,2020-01-20,,Indonesia,Individual Contributor,0,0,0,0,2,0.0,0,0,0,2,0.0
33904,59.8,0,2025-06-30,,Singapore,Director,0,0,0,0,1,0.0,0,0,0,4,0.0
33905,61.5,0,2023-01-27,,Indonesia,Individual Contributor,0,0,0,0,0,0.0,0,0,0,1,0.0
33906,71.5,0,2019-12-20,,Australia,Manager,0,0,0,0,3,0.0,0,0,0,2,0.0
33907,72.3,0,2020-01-02,,Other,Unknown,0,0,0,0,3,0.0,0,0,0,0,0.0
33908,71.6,0,2021-10-06,,Singapore,Individual Contributor,1,0,0,0,2,0.0,0,0,0,0,0.0
33909,54.2,0,2024-06-08,,Singapore,Manager,1,0,0,0,1,0.0,0,0,0,2,0.0
33910,73.5,0,2025-02-11,,Philippines,Manager,1,0,0,0,1,0.0,0,0,0,2,0.0
33911,67.8,0,2022-07-24,,Hong Kong,Unknown,0,0,0,0,1,0.0,1,0,1,5,0.0
33912,82.5,1,2020-07-26,2023-05-22,Singapore,Manager,1,0,0,0,1,0.0,1,1,0,0,23.1
33913,73.7,0,2022-02-08,,Malaysia,C-Level,1,1,1,0,2,78.8,1,0,0,2,0.0
33914,71.8,0,2019-07-12,,Philippines,Individual Contributor,1,0,0,0,2,0.0,0,0,0,1,0.0
33915,67.7,0,2021-05-14,,Singapore,Manager,1,0,0,0,2,0.0,0,0,0,1,0.0
33916,70.7,0,2020-02-05,,Malaysia,Individual Contributor,1,0,0,0,0,0.0,0,0,0,1,0.0
33917,70.4,0,2021-09-25,,Hong Kong,Manager,0,0,0,0,4,0.0,0,0,0,1,0.0
33918,74.9,0,2019-06-15,,India,Unknown,0,0,0,0,2,0.0,0,0,0,2,0.0
33919,81.5,0,2023-11-07,,Indonesia,Individual Contributor,0,0,0,0,1,0.0,0,0,0,0,0.0
33920,66.6,0,2025-03-05,,Malaysia,Individual Contributor,1,0,1,0,0,54.9,0,0,0,1,0.0
33921,68.4,0,2021-06-23,,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
33922,78.0,0,2024-08-30,,Malaysia,Manager,1,0,0,0,2,0.0,0,0,0,2,0.0
33923,71.9,0,2025-07-18,,Singapore,Individual Contributor,0,0,0,0,3,0.0,0,0,0,1,0.0
33924,73.9,0,2020-03-10,,Hong Kong,C-Level,0,0,0,0,3,0.0,0,0,0,1,0.0
33925,70.4,0,2025-03-11,,Australia,Vice President,0,0,0,0,1,0.0,0,0,0,2,0.0
33926,69.0,0,2020-11-19,,Thailand,Unknown,0,0,0,0,0,0.0,0,0,0,2,0.0
33927,70.4,0,2022-02-12,,Malaysia,Manager,1,0,0,0,1,0.0,0,0,0,2,0.0
33928,77.0,0,2019-03-21,,Hong Kong,Manager,1,0,1,0,2,20.0,0,0,0,2,0.0
33929,69.5,0,2025-06-08,,Indonesia,Manager,1,0,1,0,0,8.1,0,0,0,3,0.0
33930,71.3,0,2019-09-11,,Indonesia,C-Level,0,0,0,0,1,0.0,1,1,0,0,20.2
33931,73.8,0,2023-08-08,,Philippines,Manager,0,0,0,0,1,0.0,0,0,0,2,0.0
33932,73.3,0,2022-03-16,,Singapore,Vice President,0,0,0,0,0,0.0,1,0,0,3,0.0
33933,82.9,1,2019-06-20,2020-09-18,Indonesia,Manager,0,0,0,0,1,0.0,0,0,0,3,0.0
33934,74.5,0,2019-08-04,,Thailand,Manager,0,1,0,0,0,0.0,0,0,0,1,0.0
33935,71.6,0,2024-12-27,,Indonesia,Manager,0,0,0,0,1,0.0,1,0,0,0,0.0
33936,71.4,0,2021-12-07,,Malaysia,Individual Contributor,1,0,0,0,3,0.0,0,0,0,1,0.0
33937,70.8,0,2021-04-04,,Singapore,Unknown,0,0,0,0,1,0.0,0,0,0,0,0.0
33938,83.2,1,2020-11-20,2020-12-04,Singapore,Individual Contributor,1,0,1,0,1,27.3,0,0,0,1,0.0
33939,77.0,0,2019-03-17,,Other,Individual Contributor,1,0,0,0,0,0.0,1,0,0,2,0.0
33940,83.4,1,2024-01-28,2025-04-08,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,2,0.0
33941,73.6,0,2019-04-11,,Indonesia,Director,0,0,0,0,1,0.0,0,0,0,1,0.0
33942,66.7,0,2019-04-01,,Indonesia,Individual Contributor,0,0,0,0,1,0.0,1,0,0,1,0.0
33943,72.5,0,2025-09-20,,India,Manager,0,0,0,0,2,0.0,0,0,0,1,0.0
33944,74.7,0,2024-11-19,,Hong Kong,Manager,1,0,1,0,3,1.6,0,0,0,3,0.0
33945,78.2,0,2020-03-23,,Philippines,Individual Contributor,1,0,0,0,0,0.0,0,0,0,1,0.0
33946,79.7,0,2020-09-25,,Hong Kong,Unknown,0,0,0,0,4,0.0,0,0,0,2,0.0
33947,54.5,0,2020-09-09,,India,Manager,0,0,0,0,0,0.0,0,0,0,2,0.0
33948,72.0,0,2025-10-14,,Malaysia,Director,0,0,0,0,2,0.0,0,0,0,3,0.0
33949,72.3,0,2024-05-12,,India,Director,1,0,0,0,2,0.0,1,0,0,1,0.0
33950,73.9,0,2024-03-21,,Singapore,Unknown,0,0,0,0,2,0.0,1,1,0,0,59.4
33951,64.1,0,2020-04-07,,Singapore,Manager,0,1,0,0,1,0.0,0,0,0,0,0.0
33952,66.5,0,2025-09-03,,Singapore,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
33953,85.3,1,2024-06-03,2024-07-01,Australia,Unknown,1,0,1,0,1,80.9,0,0,0,0,0.0
33954,56.9,0,2019-03-09,,Singapore,Director,1,0,0,0,0,0.0,0,0,0,1,0.0
33955,85.2,1,2022-11-06,2022-11-27,Malaysia,Unknown,0,0,0,0,1,0.0,0,0,0,1,0.0
33956,81.1,0,2019-04-15,,Singapore,Individual Contributor,1,0,0,0,0,0.0,0,0,0,3,0.0
33957,74.8,0,2025-09-25,,Singapore,Individual Contributor,1,0,0,0,1,0.0,0,0,0,1,0.0
33958,71.4,0,2019-08-20,,Malaysia,Individual Contributor,1,0,0,0,1,0.0,1,0,0,2,0.0
33959,66.5,0,2019-11-14,,Singapore,Executive,1,0,1,0,0,37.5,0,0,0,0,0.0
33960,69.8,0,2025-08-17,,Singapore,Manager,0,0,0,0,3,0.0,0,0,0,1,0.0
33961,58.5,0,2020-05-05,,Singapore,Individual Contributor,1,0,0,0,1,0.0,0,0,0,1,0.0
33962,87.4,1,2024-12-16,2026-01-31,Philippines,C-Level,1,0,1,0,2,11.3,1,1,0,0,6.4
33963,74.1,0,2019-04-02,,Australia,Individual Contributor,1,0,0,0,2,0.0,0,0,0,5,0.0
33964,73.1,0,2020-04-26,,Singapore,Vice President,1,0,1,0,2,26.5,0,0,0,1,0.0
33965,77.4,0,2025-11-28,,Malaysia,C-Level,0,0,0,0,1,0.0,0,0,0,1,0.0
33966,70.0,0,2022-04-12,,Singapore,Manager,0,0,0,0,2,0.0,0,0,0,0,0.0
33967,87.9,1,2022-05-01,2025-06-05,India,C-Level,0,0,0,0,2,0.0,0,0,0,7,0.0
33968,71.6,0,2025-06-08,,Singapore,Manager,0,0,0,0,0,0.0,1,0,0,2,0.0
33969,86.9,1,2022-04-21,2023-06-19,Indonesia,Manager,1,0,0,0,4,0.0,0,0,0,4,0.0
33970,72.9,0,2023-06-03,,Indonesia,Director,0,0,0,0,0,0.0,0,0,0,2,0.0
33971,81.4,0,2020-06-01,,Singapore,Manager,1,0,0,0,0,0.0,0,0,0,2,0.0
33972,80.0,0,2022-05-31,,Philippines,Manager,1,0,0,0,2,0.0,0,0,0,3,0.0
33973,71.3,0,2021-12-02,,Philippines,Director,0,0,0,0,2,0.0,1,0,0,0,0.0
33974,65.8,0,2023-06-16,,Indonesia,Manager,1,0,0,0,2,0.0,0,0,0,1,0.0
33975,69.8,0,2019-10-14,,Hong Kong,Manager,0,0,0,0,5,0.0,0,0,0,2,0.0
33976,71.8,0,2020-09-12,,Australia,Manager,0,0,0,0,4,0.0,0,0,0,0,0.0
